,update_timestamptimestamp,timestamptimestamp,forecasts,valid_period.start,valid_period.end,timestamptimestamp,update_timestamptimestamp,readings.pm25_one_hourly.west,readings.pm25_one_hourly.east,readings.pm25_one_hourly.central,readings.pm25_one_hourly.south,readings.pm25_one_hourly.north
0,2023-10-24T14:34:58+08:00,2023-10-24T14:28:00+08:00,"[{'area': 'Ang Mo Kio', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Bedok', 'forecast': 'Thundery Showers'}, {'area': 'Bishan', 'forecast': 'Thundery Showers'}, {'area': 'Boon Lay', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Bukit Batok', 'forecast': 'Light Showers'}, {'area': 'Bukit Merah', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Bukit Panjang', 'forecast': 'Thundery Showers'}, {'area': 'Bukit Timah', 'forecast': 'Thundery Showers'}, {'area': 'Central Water Catchment', 'forecast': 'Thundery Showers'}, {'area': 'Changi', 'forecast': 'Thundery Showers'}, {'area': 'Choa Chu Kang', 'forecast': 'Light Showers'}, {'area': 'Clementi', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'City', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Geylang', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Hougang', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Jalan Bahar', 'forecast': 'Light Showers'}, {'area': 'Jurong East', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Jurong Island', 'forecast': 'Cloudy'}, {'area': 'Jurong West', 'forecast': 'Light Showers'}, {'area': 'Kallang', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Lim Chu Kang', 'forecast': 'Light Showers'}, {'area': 'Mandai', 'forecast': 'Light Showers'}, {'area': 'Marine Parade', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Novena', 'forecast': 'Thundery Showers'}, {'area': 'Pasir Ris', 'forecast': 'Thundery Showers'}, {'area': 'Paya Lebar', 'forecast': 'Thundery Showers'}, {'area': 'Pioneer', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Pulau Tekong', 'forecast': 'Thundery Showers'}, {'area': 'Pulau Ubin', 'forecast': 'Thundery Showers'}, {'area': 'Punggol', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Queenstown', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Seletar', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Sembawang', 'forecast': 'Light Showers'}, {'area': 'Sengkang', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Sentosa', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Serangoon', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Southern Islands', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Sungei Kadut', 'forecast': 'Light Showers'}, {'area': 'Tampines', 'forecast': 'Thundery Showers'}, {'area': 'Tanglin', 'forecast': 'Thundery Showers'}, {'area': 'Tengah', 'forecast': 'Light Showers'}, {'area': 'Toa Payoh', 'forecast': 'Thundery Showers'}, {'area': 'Tuas', 'forecast': 'Light Showers'}, {'area': 'Western Islands', 'forecast': 'Partly Cloudy (Day)'}, {'area': 'Western Water Catchment', 'forecast': 'Light Showers'}, {'area': 'Woodlands', 'forecast': 'Light Showers'}, {'area': 'Yishun', 'forecast': 'Partly Cloudy (Day)'}]",2023-10-24T14:00:00+08:00,2023-10-24T16:00:00+08:00,2023-10-24T14:00:00+08:00,2023-10-24T14:08:52+08:00,3,10,4,12,4
